dataset	contrast_id	biological_context	evidence_tier	group_a	group_b	feature_type	axis	feature_id	display_label	proposed_figure_family	effect_value	effect_metric	p_value	q_value	fdr_0_10	direction	n_group_a	n_group_b	fdr_bool	interpretation_boundary
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	submodule	complement_architecture	COMPLEMENT_COAGULATION_CROSSTALK	Complement-coagulation crosstalk	Figure_10	0.2802173792538036	standardized_module_score_beta	0.4350717500777874	0.9745926922230064	False	positive			False	Exposure-stage or experimental-block difference among PBS controls; not a Gardnerella treatment effect.
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	submodule	complement_architecture	COMPLEMENT_OPSONOPHAGOCYTOSIS	Complement-opsonophagocytosis	Figure_10	0.0434584983489567	standardized_module_score_beta	0.8916294822063755	0.9745926922230064	False	positive			False	Exposure-stage or experimental-block difference among PBS controls; not a Gardnerella treatment effect.
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	submodule	complement_architecture	COMPLEMENT_C3A_C5A_SIGNALING	C3a and C5a inflammatory signaling	Figure_10	-0.0374913713907898	standardized_module_score_beta	0.8769737872207074	0.9745926922230064	False	negative			False	Exposure-stage or experimental-block difference among PBS controls; not a Gardnerella treatment effect.
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	submodule	immune_context_anchors	TLR4_LPS_SIGNALING_ANCHOR	TLR4-LPS signaling anchor	Integrated_network	0.135403825400424	standardized_module_score_beta	0.5804397412239661	0.9745926922230064	False	positive			False	Exposure-stage or experimental-block difference among PBS controls; not a Gardnerella treatment effect.
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	submodule	immune_context_anchors	NFKB_MAPK_INFLAMMATION_ANCHOR	NF-kB and MAPK inflammation anchor	Integrated_network	0.1093208080768416	standardized_module_score_beta	0.6419687236024673	0.9745926922230064	False	positive			False	Exposure-stage or experimental-block difference among PBS controls; not a Gardnerella treatment effect.
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	submodule	immune_context_anchors	PREGNANCY_INFLAMMATION_ANCHOR	Pregnancy-associated inflammation anchor	Integrated_network	-0.0564694267839741	standardized_module_score_beta	0.8083118480849923	0.9745926922230064	False	negative			False	Exposure-stage or experimental-block difference among PBS controls; not a Gardnerella treatment effect.
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	composite_index	composite_index	STEROID_INFLAMMATORY_IMBALANCE_INDEX	Steroid Inflammatory Imbalance Index	Integrated_network	0.0799891261376378	standardized_module_score_beta	0.5850622229378099	0.9745926922230064	False	positive			False	Exposure-stage or experimental-block difference among PBS controls; not a Gardnerella treatment effect.
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	composite_index	composite_index	INFLAMMATORY_CARBON_USE_INDEX	Inflammatory Carbon Use Index	Integrated_network	-0.030778900076255	standardized_module_score_beta	0.8694071293210468	0.9745926922230064	False	negative			False	Exposure-stage or experimental-block difference among PBS controls; not a Gardnerella treatment effect.
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	composite_index	composite_index	COMPLEMENT_INFLAMMATORY_AMPLIFICATION_INDEX	Complement Inflammatory Amplification Index	Integrated_network	0.1062533497987346	standardized_module_score_beta	0.5434416442266807	0.9745926922230064	False	positive			False	Exposure-stage or experimental-block difference among PBS controls; not a Gardnerella treatment effect.
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	submodule	steroid_cholesterol_endocrine	CHOLESTEROL_UPTAKE_TRANSPORT_EXPORT	Cholesterol uptake, transport and export	Figure_7	-0.0291576883936125	standardized_module_score_beta	0.91572822091674	0.9759734986086308	False	negative			False	Exposure-stage or experimental-block difference among PBS controls; not a Gardnerella treatment effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	steroid_cholesterol_endocrine	CHOLESTEROL_BIOSYNTHESIS	Cholesterol biosynthesis	Figure_7	-0.5040400822114953	standardized_module_score_beta	0.2657453169765364	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	steroid_cholesterol_endocrine	CHOLESTEROL_UPTAKE_TRANSPORT_EXPORT	Cholesterol uptake, transport and export	Figure_7	0.1344417105640308	standardized_module_score_beta	0.7305417637648615	0.976160740531215	False	positive			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	steroid_cholesterol_endocrine	STEROIDOGENESIS_CORE	Core steroidogenesis	Figure_7	-0.5415541971685106	standardized_module_score_beta	0.1366929928849343	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	steroid_cholesterol_endocrine	PROGESTERONE_BIOSYNTHESIS_RESPONSE	Progesterone biosynthesis and response	Figure_7	-0.3965385311694557	standardized_module_score_beta	0.3028785811816483	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	steroid_cholesterol_endocrine	ESTROGEN_BIOSYNTHESIS	Estrogen biosynthesis and interconversion	Figure_7	-0.2653085384737047	standardized_module_score_beta	0.42075442037469	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	steroid_cholesterol_endocrine	ESTROGEN_RECEPTOR_RESPONSE	Estrogen receptor response	Figure_7	-0.0516022812872385	standardized_module_score_beta	0.9271036639810346	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	steroid_cholesterol_endocrine	ANDROGEN_TESTOSTERONE_BIOSYNTHESIS	Androgen and testosterone biosynthesis	Figure_7	-0.8084152072898017	standardized_module_score_beta	0.0667777064979302	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	steroid_cholesterol_endocrine	TESTOSTERONE_CONVERSION_AROMATIZATION	Testosterone conversion and aromatization	Figure_7	-0.2015130420095093	standardized_module_score_beta	0.6038473435472387	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	steroid_cholesterol_endocrine	ANDROGEN_RECEPTOR_SIGNALING	Androgen receptor signaling	Figure_7	0.1186909286362165	standardized_module_score_beta	0.8287771171461027	0.976160740531215	False	positive			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	steroid_cholesterol_endocrine	GLUCOCORTICOID_RESPONSE	Glucocorticoid response	Figure_7	0.0435657426155582	standardized_module_score_beta	0.9231555856176794	0.976160740531215	False	positive			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	steroid_cholesterol_endocrine	MINERALOCORTICOID_RESPONSE	Mineralocorticoid response	Figure_7	0.0314102516435002	standardized_module_score_beta	0.9400290811056652	0.976160740531215	False	positive			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	steroid_cholesterol_endocrine	STEROID_SULFATION_DESULFATION	Steroid sulfation and desulfation	Figure_7	-0.2235327517618731	standardized_module_score_beta	0.502661148500325	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	steroid_cholesterol_endocrine	PLACENTAL_STEROID_METABOLISM	Placental steroid metabolism	Figure_7	-0.190265492463856	standardized_module_score_beta	0.490784180475559	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	steroid_cholesterol_endocrine	LXR_FXR_STEROL_SIGNALING	LXR and FXR sterol signaling	Figure_7	-0.0945094859307179	standardized_module_score_beta	0.8151331431496909	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	lipid_metabolism	FATTY_ACID_SYNTHESIS	Fatty-acid synthesis	Figure_7	-0.4043281630928492	standardized_module_score_beta	0.4831139482399075	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	lipid_metabolism	FATTY_ACID_BETA_OXIDATION	Fatty-acid beta-oxidation	Figure_7	-0.1560302458410292	standardized_module_score_beta	0.6391158855802831	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	lipid_metabolism	PHOSPHOLIPID_METABOLISM	Phospholipid metabolism	Figure_7	-0.1680288962354436	standardized_module_score_beta	0.6999883096719806	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	lipid_metabolism	SPHINGOLIPID_CERAMIDE_METABOLISM	Sphingolipid and ceramide metabolism	Figure_7	-0.1834023547875237	standardized_module_score_beta	0.6750569938908364	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	lipid_metabolism	EICOSANOID_PROSTAGLANDIN_METABOLISM	Eicosanoid and prostaglandin metabolism	Figure_7	0.1470711164108433	standardized_module_score_beta	0.4745940080062758	0.976160740531215	False	positive			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	lipid_metabolism	LIPID_DROPLET_DYNAMICS	Lipid-droplet dynamics	Figure_7	0.2905628049427309	standardized_module_score_beta	0.4480238391730295	0.976160740531215	False	positive			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	lipid_metabolism	PPAR_SREBP_LXR_REGULATION	PPAR, SREBP and LXR regulation	Figure_7	-0.0329738292161473	standardized_module_score_beta	0.9266139160747112	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	lipid_metabolism	FERROPTOSIS_LIPID_PEROXIDATION	Ferroptosis-linked lipid peroxidation	Figure_7	-0.6088130353641461	standardized_module_score_beta	0.0412388161257042	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	carbohydrate_inflammatory_carbon	GLYCOLYSIS	Glycolysis	Figure_8	-0.528005636979539	standardized_module_score_beta	0.1235073799757223	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	carbohydrate_inflammatory_carbon	GLUCONEOGENESIS	Gluconeogenesis	Figure_8	-0.1495308836603275	standardized_module_score_beta	0.5570358840380644	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	carbohydrate_inflammatory_carbon	GLYCOGEN_SYNTHESIS	Glycogen synthesis	Figure_8	-0.2126765220155633	standardized_module_score_beta	0.6978029374949631	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	carbohydrate_inflammatory_carbon	GLYCOGENOLYSIS	Glycogenolysis	Figure_8	-0.2748871584307731	standardized_module_score_beta	0.6397573853912376	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	carbohydrate_inflammatory_carbon	PENTOSE_PHOSPHATE_PATHWAY	Pentose-phosphate pathway	Figure_8	-0.1727586536901157	standardized_module_score_beta	0.6784669797211413	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	carbohydrate_inflammatory_carbon	TCA_OXPHOS	TCA cycle and oxidative phosphorylation	Figure_8	-0.1260876589200454	standardized_module_score_beta	0.7668193150515725	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	carbohydrate_inflammatory_carbon	LACTATE_HIF1A_INFLAMMATORY_GLYCOLYSIS	Lactate and HIF1A inflammatory glycolysis	Figure_8	0.1787325635846747	standardized_module_score_beta	0.6314893032581625	0.976160740531215	False	positive			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	carbohydrate_inflammatory_carbon	AMPK_SIGNALING	AMPK signaling	Figure_8	-0.1072734293842861	standardized_module_score_beta	0.8155115344731028	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	carbohydrate_inflammatory_carbon	MTOR_SIGNALING	mTOR signaling	Figure_8	-0.1163791126186409	standardized_module_score_beta	0.5481627686759062	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	carbohydrate_inflammatory_carbon	GLUCOSE_TRANSPORT	Glucose transport	Figure_8	-0.1145169855072315	standardized_module_score_beta	0.8243391091571932	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	carbohydrate_inflammatory_carbon	AGE_RAGE_SIGNALING	AGE-RAGE signaling	Figure_8	0.0396407531254103	standardized_module_score_beta	0.8701272536802632	0.976160740531215	False	positive			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	insulin_irs_signaling	INSULIN_RECEPTOR_IRS	Insulin receptor and IRS signaling	Figure_8	0.0694692685207042	standardized_module_score_beta	0.9048921716304252	0.976160740531215	False	positive			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	insulin_irs_signaling	PI3K_AKT_SIGNALING	PI3K-AKT signaling	Figure_8	0.0399900638311635	standardized_module_score_beta	0.9477544538400546	0.976160740531215	False	positive			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	insulin_irs_signaling	MTORC1_INSULIN_OUTPUT	mTORC1 insulin output	Figure_8	-0.1261894984510709	standardized_module_score_beta	0.8043515964807171	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	insulin_irs_signaling	AMPK_INSULIN_COUNTERREGULATION	AMPK counter-regulation of insulin signaling	Figure_8	-0.1137989938150344	standardized_module_score_beta	0.8675514328725762	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	adipokine_signaling	LEPTIN_SIGNALING	Leptin signaling	Figure_8	-0.1064271923432296	standardized_module_score_beta	0.8298804977736886	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	adipokine_signaling	ADIPONECTIN_SIGNALING	Adiponectin signaling	Figure_8	0.0743529615010746	standardized_module_score_beta	0.8836621567958274	0.976160740531215	False	positive			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	adipokine_signaling	RESISTIN_INFLAMMATORY_SIGNALING	Resistin-associated inflammatory signaling	Figure_8	-0.0280626165358146	standardized_module_score_beta	0.9308615461962432	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	adipokine_signaling	ADIPOKINE_INFLAMMATORY_AXIS	Inflammatory adipokine axis	Figure_8	-0.2192606413857487	standardized_module_score_beta	0.5902481812949452	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	adipokine_signaling	PPARG_ADIPOMETABOLIC_REGULATION	PPARG adipometabolic regulation	Figure_8	0.3377684018261992	standardized_module_score_beta	0.3704173345632017	0.976160740531215	False	positive			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	amino_acid_metabolism	TRYPTOPHAN_KYNURENINE	Tryptophan-kynurenine metabolism	Figure_9	-0.0628261118911376	standardized_module_score_beta	0.8912533235269524	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	amino_acid_metabolism	ARGININE_NO_UREA	Arginine, nitric oxide and urea coupling	Figure_9	-0.1402368519014465	standardized_module_score_beta	0.6908530746147092	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	amino_acid_metabolism	SERINE_GLYCINE_ONE_CARBON	Serine, glycine and one-carbon metabolism	Figure_9	-0.4320954077044007	standardized_module_score_beta	0.1779403133908621	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	amino_acid_metabolism	METHIONINE_SAM_METHYLATION	Methionine and SAM metabolism	Figure_9	-0.1485040426767953	standardized_module_score_beta	0.6840144648572943	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	amino_acid_metabolism	BRANCHED_CHAIN_AMINO_ACIDS	Branched-chain amino-acid metabolism	Figure_9	-0.0857527612068994	standardized_module_score_beta	0.8509705570951955	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	amino_acid_metabolism	AROMATIC_AMINO_ACID_METABOLISM	Aromatic amino-acid metabolism	Figure_9	-0.3023671754175656	standardized_module_score_beta	0.489484314661876	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	amino_acid_metabolism	AMINO_ACID_TRANSPORT	Amino-acid transport	Figure_9	-0.2359687732433172	standardized_module_score_beta	0.6392127639542082	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	catecholamine_stress_adjacent	CATECHOLAMINE_BIOSYNTHESIS_DEGRADATION	Catecholamine biosynthesis and degradation	Figure_9	-0.3283127382566356	standardized_module_score_beta	0.3060028736103706	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	catecholamine_stress_adjacent	ADRENERGIC_STRESS_SIGNALING	Adrenergic stress signaling	Figure_9	0.3091146149056842	standardized_module_score_beta	0.4682471201911411	0.976160740531215	False	positive			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	catecholamine_stress_adjacent	CATECHOLAMINE_IRON_REDOX_INTERFACE	Catecholamine, iron and redox interface	Figure_9	-0.2140021837214774	standardized_module_score_beta	0.5610646422070348	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	nucleotide_nad_nitrogen	PURINE_DE_NOVO_SYNTHESIS	De novo purine synthesis	Figure_9	-0.1513384397998507	standardized_module_score_beta	0.7594286898899029	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	submodule	nucleotide_nad_nitrogen	PURINE_SALVAGE	Purine salvage	Figure_9	-0.0996092674896737	standardized_module_score_beta	0.8032726684384888	0.976160740531215	False	negative			False	Treatment-by-block interaction; recurrence/adaptation hypothesis only, not a simple pathogen main effect.
