figure	panel	source_role	source_note	dataset	primary_context	feature_type	axis	feature_id	display_label	proposed_figure_family	effect_value	effect_metric	direction	fdr_0_10	q_value	evidence_weight	interpretation_role	mean_tissue_effect	n_tissues	n_positive_tissues	n_negative_tissues	tissue_directional_coherence	best_tissue_q_value	index	C1 bladder	C1 placenta	C1 uterus	population_level	population	requested_genes	detected_genes	coverage_fraction	score_eligible	mean_control_score	mean_UPEC_score	mean_difference_UPEC_minus_control	hedges_g_UPEC_vs_control	exact_permutation_p	module_mean_gene_log2FC	module_median_gene_log2FC	fraction_genes_positive_log2FC	fraction_genes_negative_log2FC	gene_direction_coherence	exact_permutation_q_within_population	hedges_g_finite	variance_sensitive_hedges_g	cellular_evidence_class	cellular_localization_score	effect_direction	n_populations	n_positive_populations	n_negative_populations	directional_coherence_fraction	n_high_or_moderate_populations	top_population_by_composite_score	top_population_composite_score	top_population_evidence_class	top_population_mean_gene_log2FC	top_population_gene_direction_coherence	top_population_hedges_g	top_population_variance_sensitive_g	top_to_second_score_ratio	cellular_localization_class	median_mean_gene_log2FC	median_gene_direction_coherence	median_composite_score	top_refined_subtype	top_refined_subtype_composite_score	top_refined_subtype_mean_gene_log2FC	top_refined_subtype_gene_direction_coherence	top_refined_subtype_hedges_g	top_refined_subtype_variance_sensitive_g	_label	_subtype	_score	C2 bladder	C2 placenta	C2 uterus	C3 bladder
Figure_6	C	broad_effect_reliability					adipokine_signaling	RESISTIN_INFLAMMATORY_SIGNALING	Resistin-associated inflammatory signaling	Figure_8			higher_in_UPEC															broad_cell_type	T_cell	11.0	11.0	1.0	True	-0.5792853138657199	0.5792853138657181	1.158570627731438	1.2148051203107444	0.3333333333333333	0.9649114604578604	0.3809452082076756	1.0	0.0	1.0	0.5289855072463768	1.2148051203107444	False	high_cellular_localization_support	0.9214805120310744	higher_in_UPEC																														
Figure_6	C	broad_effect_reliability					insulin_irs_signaling	AMPK_INSULIN_COUNTERREGULATION	AMPK counter-regulation of insulin signaling	Figure_8			higher_in_UPEC															broad_cell_type	cycling_immune	10.0	9.0	0.9	True	-0.3743375085190374	0.3743375085190362	0.7486750170380737	1.2466943244262598	0.3333333333333333	0.6520682333127482	0.5142027075714433	0.7777777777777778	0.2222222222222222	0.7777777777777778	0.5177304964539007	1.2466943244262598	False	high_cellular_localization_support	0.7691138768870704	higher_in_UPEC																														
Figure_6	C	broad_effect_reliability					carbohydrate_inflammatory_carbon	GLYCOGEN_SYNTHESIS	Glycogen synthesis	Figure_8			higher_in_UPEC															broad_cell_type	cycling_immune	10.0	7.0	0.7	True	-0.0663779636628984	0.0663779636628976	0.1327559273257961	0.3245963537075603	1.0	0.273522808856448	-0.0087817318435394	0.4285714285714285	0.5714285714285714	0.5714285714285714	1.0	0.3245963537075603	False	limited_cellular_support	0.3286301633415592	higher_in_UPEC																														
Figure_6	C	broad_effect_reliability					carbohydrate_inflammatory_carbon	GLYCOLYSIS	Glycolysis	Figure_8			higher_in_UPEC															broad_cell_type	cycling_immune	18.0	16.0	0.8888888888888888	True	-0.2969104038985539	0.2969104038985541	0.5938208077971081	0.8872512927561955	0.3333333333333333	0.1709039354688747	0.4581834097492847	0.625	0.375	0.625	0.5177304964539007	0.8872512927561955	False	directional_cellular_support	0.3300386711976067	higher_in_UPEC																														
Figure_6	C	broad_effect_reliability					insulin_irs_signaling	INSULIN_RECEPTOR_IRS	Insulin receptor and IRS signaling	Figure_8			higher_in_UPEC															broad_cell_type	cycling_immune	18.0	17.0	0.9444444444444444	True	-0.2946804013198271	0.294680401319828	0.5893608026396551	0.8866701753940534	0.3333333333333333	0.4607476610596052	0.2682640054525498	0.8235294117647058	0.1764705882352941	0.8235294117647058	0.5177304964539007	0.8866701753940534	False	high_cellular_localization_support	0.7298105007283441	higher_in_UPEC																														
Figure_6	C	broad_effect_reliability					carbohydrate_inflammatory_carbon	LACTATE_HIF1A_INFLAMMATORY_GLYCOLYSIS	Lactate and HIF1A inflammatory glycolysis	Figure_8			higher_in_UPEC															broad_cell_type	cycling_immune	15.0	15.0	1.0	True	-0.4569694722066422	0.4569694722066409	0.9139389444132832	1.2289122968446369	0.3333333333333333	0.795788501214219	0.5089714414487387	0.8666666666666667	0.1333333333333333	0.8666666666666667	0.5177304964539007	1.2289122968446369	False	high_cellular_localization_support	0.8295578963511303	higher_in_UPEC																														
Figure_6	C	broad_effect_reliability					adipokine_signaling	LEPTIN_SIGNALING	Leptin signaling	Figure_8			higher_in_UPEC															broad_cell_type	cycling_immune	12.0	11.0	0.9166666666666666	True	-0.2483384766982751	0.2483384766982767	0.4966769533965518	1.000366577752826	0.3333333333333333	0.3272829901094502	0.290016860121252	0.6363636363636364	0.3636363636363636	0.6363636363636364	0.5177304964539007	1.000366577752826	False	directional_cellular_support	0.4900458943283332	higher_in_UPEC																														
Figure_6	C	broad_effect_reliability					insulin_irs_signaling	MTORC1_INSULIN_OUTPUT	mTORC1 insulin output	Figure_8			lower_in_UPEC															broad_cell_type	cycling_immune	13.0	13.0	1.0	True	0.1383473573646972	-0.1383473573646969	-0.2766947147293941	-0.5603235222819064	0.6666666666666666	0.1251051158591964	-0.1196470013565917	0.3846153846153846	0.6153846153846154	0.6153846153846154	0.7978142076502732	-0.5603235222819064	False	directional_cellular_support	0.2493961872706981	higher_in_UPEC																														
Figure_6	C	broad_effect_reliability					insulin_irs_signaling	PI3K_AKT_SIGNALING	PI3K-AKT signaling	Figure_8			higher_in_UPEC															broad_cell_type	cycling_immune	17.0	17.0	1.0	True	-0.2295034701995114	0.2295034701995115	0.459006940399023	0.6824584691886406	0.6666666666666666	0.1899833305938517	0.2631184483521886	0.8235294117647058	0.1764705882352941	0.8235294117647058	0.7978142076502732	0.6824584691886406	False	directional_cellular_support	0.4657014326886246	higher_in_UPEC																														
Figure_6	C	broad_effect_reliability					adipokine_signaling	RESISTIN_INFLAMMATORY_SIGNALING	Resistin-associated inflammatory signaling	Figure_8			higher_in_UPEC															broad_cell_type	cycling_immune	11.0	11.0	1.0	True	-0.2047728674321744	0.2047728674321743	0.4095457348643487	0.8436095702523425	0.3333333333333333	0.4431364187916417	0.222121240554749	0.6363636363636364	0.3636363636363636	0.6363636363636364	0.5177304964539007	0.8436095702523425	False	directional_cellular_support	0.5786382793922572	higher_in_UPEC																														
Figure_6	C	broad_effect_reliability					insulin_irs_signaling	AMPK_INSULIN_COUNTERREGULATION	AMPK counter-regulation of insulin signaling	Figure_8			lower_in_UPEC															broad_cell_type	dendritic	10.0	9.0	0.9	True	0.0306690026326919	-0.0306690026326929	-0.0613380052653848	-0.1199228325005912	1.0	0.0552151495512766	0.036563555081825	0.5555555555555556	0.4444444444444444	0.5555555555555556	1.0	-0.1199228325005912	False	limited_cellular_support	0.1005748067350969	higher_in_UPEC																														
Figure_6	C	broad_effect_reliability					carbohydrate_inflammatory_carbon	GLYCOGEN_SYNTHESIS	Glycogen synthesis	Figure_8			higher_in_UPEC															broad_cell_type	dendritic	10.0	7.0	0.7	True	-0.4854302051443232	0.4854302051443234	0.9708604102886468	2.223212182866938	0.3333333333333333	0.7101894834256669	0.1792912286104906	0.8571428571428571	0.1428571428571428	0.8571428571428571	0.5934959349593496	2.223212182866938	False	high_cellular_localization_support	0.8999999999999999	higher_in_UPEC																														
Figure_6	C	broad_effect_reliability					carbohydrate_inflammatory_carbon	GLYCOLYSIS	Glycolysis	Figure_8			higher_in_UPEC															broad_cell_type	dendritic	18.0	16.0	0.8888888888888888	True	-0.3182319366565849	0.318231936656584	0.6364638733131689	2.23226688002657	0.3333333333333333	0.1512953663170312	0.2007773130941039	0.75	0.25	0.75	0.5934959349593496	2.23226688002657	False	directional_cellular_support	0.5111658296853281	higher_in_UPEC																														
Figure_6	C	broad_effect_reliability					insulin_irs_signaling	INSULIN_RECEPTOR_IRS	Insulin receptor and IRS signaling	Figure_8			higher_in_UPEC															broad_cell_type	dendritic	18.0	17.0	0.9444444444444444	True	-0.3551654440945484	0.3551654440945485	0.710330888189097	1.0266742058590606	0.3333333333333333	0.2078918112145119	0.2593076244827497	0.7647058823529411	0.2352941176470588	0.7647058823529411	0.5934959349593496	1.0266742058590606	False	moderate_cellular_localization_support	0.4750641683260255	higher_in_UPEC																														
Figure_6	C	broad_effect_reliability					carbohydrate_inflammatory_carbon	LACTATE_HIF1A_INFLAMMATORY_GLYCOLYSIS	Lactate and HIF1A inflammatory glycolysis	Figure_8			higher_in_UPEC															broad_cell_type	dendritic	15.0	15.0	1.0	True	-0.5267313828327361	0.5267313828327366	1.0534627656654727	1.7402566439339886	0.3333333333333333	0.7173204383978037	0.4404141204813094	0.8666666666666667	0.1333333333333333	0.8666666666666667	0.5934959349593496	1.7402566439339886	False	high_cellular_localization_support	0.8806923310600655	higher_in_UPEC																														
Figure_6	C	broad_effect_reliability					adipokine_signaling	LEPTIN_SIGNALING	Leptin signaling	Figure_8			higher_in_UPEC															broad_cell_type	dendritic	12.0	11.0	0.9166666666666666	True	-0.6222252841853698	0.6222252841853699	1.24445056837074	1.513755099910378	0.3333333333333333	0.6610515281805253	0.4350202010132404	0.9090909090909092	0.0909090909090909	0.9090909090909092	0.5934959349593496	1.513755099910378	False	high_cellular_localization_support	0.8877391463546741	higher_in_UPEC																														
Figure_6	C	broad_effect_reliability					insulin_irs_signaling	MTORC1_INSULIN_OUTPUT	mTORC1 insulin output	Figure_8			lower_in_UPEC															broad_cell_type	dendritic	13.0	13.0	1.0	True	0.067195839784809	-0.0671958397848083	-0.1343916795696173	-0.1745773622286302	0.6666666666666666	-0.1667961470197184	-0.0407951285200329	0.4615384615384615	0.5384615384615384	0.5384615384615384	0.8248587570621468	-0.1745773622286302	False	limited_cellular_support	0.1944973454636865	lower_in_UPEC																														
Figure_6	C	broad_effect_reliability					insulin_irs_signaling	PI3K_AKT_SIGNALING	PI3K-AKT signaling	Figure_8			higher_in_UPEC															broad_cell_type	dendritic	17.0	17.0	1.0	True	-0.3981351800972521	0.3981351800972523	0.7962703601945045	1.0089955953305332	0.3333333333333333	0.2828868383031154	0.2709744131054545	0.7647058823529411	0.2352941176470588	0.7647058823529411	0.5934959349593496	1.0089955953305332	False	moderate_cellular_localization_support	0.540791831652916	higher_in_UPEC																														
Figure_6	C	broad_effect_reliability					adipokine_signaling	RESISTIN_INFLAMMATORY_SIGNALING	Resistin-associated inflammatory signaling	Figure_8			higher_in_UPEC															broad_cell_type	dendritic	11.0	11.0	1.0	True	-0.5830664492064117	0.5830664492064105	1.166132898412822	1.4579634928228706	0.3333333333333333	0.8359262268328262	0.3567368256569736	1.0	0.0	1.0	0.5934959349593496	1.4579634928228706	False	high_cellular_localization_support	0.9457963492822872	higher_in_UPEC																														
Figure_6	C	broad_effect_reliability					insulin_irs_signaling	AMPK_INSULIN_COUNTERREGULATION	AMPK counter-regulation of insulin signaling	Figure_8			higher_in_UPEC															broad_cell_type	macrophage_monocyte	10.0	9.0	0.9	True	-0.0325636036602855	0.0325636036602853	0.0651272073205709	0.0662700588994741	1.0	0.0524411109787576	0.0340845834339207	0.5555555555555556	0.4444444444444444	0.5555555555555556	1.0	0.0662700588994741	False	limited_cellular_support	0.0927128946597181	higher_in_UPEC																														
Figure_6	C	broad_effect_reliability					carbohydrate_inflammatory_carbon	GLYCOGEN_SYNTHESIS	Glycogen synthesis	Figure_8			higher_in_UPEC															broad_cell_type	macrophage_monocyte	10.0	7.0	0.7	True	-0.4388188347796267	0.4388188347796249	0.8776376695592516	1.048003880959597	0.3333333333333333	0.4745555588223276	0.1988761632739217	0.8571428571428571	0.1428571428571428	0.8571428571428571	0.9012345679012346	1.048003880959597	False	high_cellular_localization_support	0.7819003910360545	higher_in_UPEC																														
Figure_6	C	broad_effect_reliability					carbohydrate_inflammatory_carbon	GLYCOLYSIS	Glycolysis	Figure_8			higher_in_UPEC															broad_cell_type	macrophage_monocyte	18.0	16.0	0.8888888888888888	True	-0.3562538388423011	0.3562538388423001	0.7125076776846013	1.348646467388191	0.3333333333333333	0.279469401647559	0.2370826792152685	0.75	0.25	0.75	0.9012345679012346	1.348646467388191	False	moderate_cellular_localization_support	0.5613871082216222	higher_in_UPEC																														
Figure_6	C	broad_effect_reliability					insulin_irs_signaling	INSULIN_RECEPTOR_IRS	Insulin receptor and IRS signaling	Figure_8			higher_in_UPEC															broad_cell_type	macrophage_monocyte	18.0	17.0	0.9444444444444444	True	-0.0770733703839612	0.0770733703839635	0.1541467407679248	0.1196164243464268	1.0	0.048190438173649	-0.0253041989418765	0.4705882352941176	0.5294117647058824	0.5294117647058824	1.0	0.1196164243464268	False	limited_cellular_support	0.0759212720850444	higher_in_UPEC																														
Figure_6	C	broad_effect_reliability					carbohydrate_inflammatory_carbon	LACTATE_HIF1A_INFLAMMATORY_GLYCOLYSIS	Lactate and HIF1A inflammatory glycolysis	Figure_8			higher_in_UPEC															broad_cell_type	macrophage_monocyte	15.0	15.0	1.0	True	-0.4264301345420075	0.4264301345420081	0.8528602690840157	0.9641526282014956	0.3333333333333333	0.6709466348779827	0.3888155325869897	0.8666666666666667	0.1333333333333333	0.8666666666666667	0.9012345679012346	0.9641526282014956	False	high_cellular_localization_support	0.8030819294868162	higher_in_UPEC																														
Figure_6	C	broad_effect_reliability					adipokine_signaling	LEPTIN_SIGNALING	Leptin signaling	Figure_8			higher_in_UPEC															broad_cell_type	macrophage_monocyte	12.0	11.0	0.9166666666666666	True	-0.3273040666843633	0.3273040666843611	0.6546081333687244	5.159261838765042	0.3333333333333333	0.2798351248526075	0.2522693591753224	0.7272727272727273	0.2727272727272727	0.7272727272727273	0.9012345679012346	5.159261838765042	True	moderate_cellular_localization_support	0.6109425214582558	higher_in_UPEC																														
Figure_6	C	broad_effect_reliability					insulin_irs_signaling	MTORC1_INSULIN_OUTPUT	mTORC1 insulin output	Figure_8			lower_in_UPEC															broad_cell_type	macrophage_monocyte	13.0	13.0	1.0	True	0.2481197221798829	-0.248119722179883	-0.4962394443597659	-0.3620513701898035	0.6666666666666666	-0.1544709837669808	-0.0998665550183751	0.2307692307692307	0.7692307692307693	0.7692307692307693	0.9733333333333332	-0.3620513701898035	False	directional_cellular_support	0.3636905608708016	lower_in_UPEC																														
Figure_6	C	broad_effect_reliability					insulin_irs_signaling	PI3K_AKT_SIGNALING	PI3K-AKT signaling	Figure_8			higher_in_UPEC															broad_cell_type	macrophage_monocyte	17.0	17.0	1.0	True	-0.1553418185681179	0.1553418185681202	0.3106836371362382	0.3554319648639175	1.0	0.0422103154546093	0.107327027175982	0.5294117647058824	0.4705882352941176	0.5294117647058824	1.0	0.3554319648639175	False	limited_cellular_support	0.0941207156896577	higher_in_UPEC																														
Figure_6	C	broad_effect_reliability					adipokine_signaling	RESISTIN_INFLAMMATORY_SIGNALING	Resistin-associated inflammatory signaling	Figure_8			higher_in_UPEC															broad_cell_type	macrophage_monocyte	11.0	11.0	1.0	True	-0.4378404520451686	0.4378404520451658	0.8756809040903344	1.5568258621669695	0.3333333333333333	0.8150227887393122	0.3155066659682211	0.8181818181818182	0.1818181818181818	0.8181818181818182	0.9012345679012346	1.5568258621669695	False	high_cellular_localization_support	0.8284098589439697	higher_in_UPEC																														
Figure_6	C	broad_effect_reliability					insulin_irs_signaling	AMPK_INSULIN_COUNTERREGULATION	AMPK counter-regulation of insulin signaling	Figure_8			lower_in_UPEC															broad_cell_type	neutrophil	10.0	9.0	0.9	True	0.3606424019101861	-0.3606424019101862	-0.7212848038203723	-2.031113381417306	0.3333333333333333	-0.9849715920655232	-0.9612853823412388	0.3333333333333333	0.6666666666666666	0.6666666666666666	0.5934959349593496	-2.031113381417306	False	moderate_cellular_localization_support	0.7666666666666666	lower_in_UPEC																														
Figure_6	C	broad_effect_reliability					carbohydrate_inflammatory_carbon	GLYCOGEN_SYNTHESIS	Glycogen synthesis	Figure_8			higher_in_UPEC															broad_cell_type	neutrophil	10.0	7.0	0.7	True	-0.3835640993518184	0.383564099351817	0.7671281987036355	2.610410898595803	0.3333333333333333	0.8963744202790921	0.4614655020527318	0.8571428571428571	0.1428571428571428	0.8571428571428571	0.5934959349593496	2.610410898595803	False	high_cellular_localization_support	0.8999999999999999	higher_in_UPEC																														
Figure_6	C	broad_effect_reliability					carbohydrate_inflammatory_carbon	GLYCOLYSIS	Glycolysis	Figure_8			lower_in_UPEC															broad_cell_type	neutrophil	18.0	16.0	0.8888888888888888	True	0.0282709716707521	-0.0282709716707534	-0.0565419433415056	-0.114870127084665	1.0	-0.4854804461917333	-0.0805792401758731	0.4375	0.5625	0.5625	1.0	-0.114870127084665	False	limited_cellular_support	0.4921694142810265	lower_in_UPEC																														
Figure_6	C	broad_effect_reliability					insulin_irs_signaling	INSULIN_RECEPTOR_IRS	Insulin receptor and IRS signaling	Figure_8			higher_in_UPEC															broad_cell_type	neutrophil	18.0	17.0	0.9444444444444444	True	-0.0497529769940983	0.0497529769940984	0.0995059539881968	0.2431103348627391	0.6666666666666666	-0.0550947104824768	0.104317363555519	0.5294117647058824	0.4705882352941176	0.5294117647058824	0.8390804597701149	0.2431103348627391	False	limited_cellular_support	0.0944845082146206	lower_in_UPEC																														
Figure_6	C	broad_effect_reliability					carbohydrate_inflammatory_carbon	LACTATE_HIF1A_INFLAMMATORY_GLYCOLYSIS	Lactate and HIF1A inflammatory glycolysis	Figure_8			higher_in_UPEC															broad_cell_type	neutrophil	15.0	15.0	1.0	True	-0.2427073115599872	0.2427073115599874	0.4854146231199747	0.8422091383133808	0.3333333333333333	0.5349198852961717	0.5755388224706248	0.6666666666666666	0.3333333333333333	0.6666666666666666	0.5934959349593496	0.8422091383133808	False	moderate_cellular_localization_support	0.6508875804980048	higher_in_UPEC																														
Figure_6	C	broad_effect_reliability					adipokine_signaling	LEPTIN_SIGNALING	Leptin signaling	Figure_8			lower_in_UPEC															broad_cell_type	neutrophil	12.0	11.0	0.9166666666666666	True	0.0179149077618256	-0.017914907761826	-0.0358298155236517	-0.0620713713269859	1.0	0.001675241273143	-0.0380697620649135	0.3636363636363636	0.6363636363636364	0.6363636363636364	1.0	-0.0620713713269859	False	limited_cellular_support	0.1031693997330727	higher_in_UPEC																														
Figure_6	C	broad_effect_reliability					insulin_irs_signaling	MTORC1_INSULIN_OUTPUT	mTORC1 insulin output	Figure_8			lower_in_UPEC															broad_cell_type	neutrophil	13.0	13.0	1.0	True	0.4198445145384373	-0.4198445145384373	-0.8396890290768746	-1.586894881976303	0.3333333333333333	-0.68201322185443	-0.5191890857339825	0.2307692307692307	0.7692307692307693	0.7692307692307693	0.5934959349593496	-1.586894881976303	False	high_cellular_localization_support	0.7971510266591688	lower_in_UPEC																														
Figure_6	C	broad_effect_reliability					insulin_irs_signaling	PI3K_AKT_SIGNALING	PI3K-AKT signaling	Figure_8			higher_in_UPEC															broad_cell_type	neutrophil	17.0	17.0	1.0	True	-0.1084631419999058	0.1084631419999061	0.2169262839998119	0.2804518711770812	1.0	0.1162673577677008	0.104317363555519	0.5882352941176471	0.4117647058823529	0.5882352941176471	1.0	0.2804518711770812	False	limited_cellular_support	0.1944505149909917	higher_in_UPEC																														
Figure_6	C	broad_effect_reliability					adipokine_signaling	RESISTIN_INFLAMMATORY_SIGNALING	Resistin-associated inflammatory signaling	Figure_8			higher_in_UPEC															broad_cell_type	neutrophil	11.0	11.0	1.0	True	-0.3811524864080182	0.3811524864080162	0.7623049728160345	1.4279248666020816	0.3333333333333333	1.0279520901893389	1.2671408335720384	0.7272727272727273	0.2727272727272727	0.7272727272727273	0.5934959349593496	1.4279248666020816	False	moderate_cellular_localization_support	0.7518833957511173	higher_in_UPEC																														
Figure_6	D	module_cellular_synthesis					insulin_irs_signaling	AMPK_INSULIN_COUNTERREGULATION	AMPK counter-regulation of insulin signaling	Figure_8																																								6.0	5.0	1.0	0.8333333333333334	4.0	cycling_immune	0.7691138768870704	high_cellular_localization_support	0.6520682333127482	0.7777777777777778	1.2466943244262598	False	1.0031920133309615	coherent_pan_immune_higher_in_UPEC	0.1970271035139432	0.7222222222222222	0.6794144398102083	XCR1_CLEC9A_cDC1_like	0.920275854252	0.4978373689219755	0.8888888888888888	2.339099442353285	False	AMPK counter-regulation of insulin signaling	XCR1_CLEC9A_cDC1_like	0.920275854252				
Figure_6	D	module_cellular_synthesis					insulin_irs_signaling	INSULIN_RECEPTOR_IRS	Insulin receptor and IRS signaling	Figure_8																																								6.0	5.0	1.0	0.8333333333333334	4.0	T_cell	0.8693166047837484	high_cellular_localization_support	0.4714131026086342	0.9411764705882352	1.3622128302421304	False	1.191153873390666	coherent_pan_immune_higher_in_UPEC	0.2492821142128324	0.7941176470588235	0.5514962533574639	IL2RA_TNFRSF18_regulatory_type2_like_T	0.9303403013747024	0.5318475986751556	0.9411764705882352	1.7151677196293778	False	Insulin receptor and IRS signaling	IL2RA_TNFRSF18_regulatory_type2_like_T	0.9303403013747024				
Figure_6	D	module_cellular_synthesis					adipokine_signaling	RESISTIN_INFLAMMATORY_SIGNALING	Resistin-associated inflammatory signaling	Figure_8																																								6.0	6.0	0.0	1.0	5.0	dendritic	0.9457963492822872	high_cellular_localization_support	0.8359262268328262	1.0	1.4579634928228706	False	1.0100737710781709	coherent_pan_immune_higher_in_UPEC	0.8995801652591491	0.8636363636363638	0.8749451854875221	conventional_activated_T	0.9394106428079102	0.9010004453218876	1.0	1.3941064280791018	False	Resistin-associated inflammatory signaling	conventional_activated_T	0.9394106428079102				
Figure_6	D	module_cellular_synthesis					adipokine_signaling	LEPTIN_SIGNALING	Leptin signaling	Figure_8																																								6.0	6.0	0.0	1.0	3.0	T_cell	0.9747857684054732	high_cellular_localization_support	0.5275647192697792	1.0	1.7478576840547315	False	1.098054279129448	multi_compartment_contextual	0.3143558055587021	0.6818181818181819	0.5504942078932945	XCR1_CLEC9A_cDC1_like	0.939824050156798	0.6418753924273782	1.0	1.3982405015679795	False	Leptin signaling	XCR1_CLEC9A_cDC1_like	0.939824050156798				
Figure_6	D	module_cellular_synthesis					carbohydrate_inflammatory_carbon	LACTATE_HIF1A_INFLAMMATORY_GLYCOLYSIS	Lactate and HIF1A inflammatory glycolysis	Figure_8																																								6.0	6.0	0.0	1.0	6.0	T_cell	0.9066666666666668	high_cellular_localization_support	0.5491715207504146	0.8666666666666667	2.504419866969952	False	1.029493087075411	coherent_pan_immune_higher_in_UPEC	0.6100590778141987	0.8666666666666667	0.8163199129189733	RETNLA_MRC1_reparative_macrophage	0.9533333333333333	0.5547509026392047	0.9333333333333332	3.0962651498953804	False	Lactate and HIF1A inflammatory glycolysis	RETNLA_MRC1_reparative_macrophage	0.9533333333333333				
Figure_6	D	module_cellular_synthesis					adipokine_signaling	ADIPOKINE_INFLAMMATORY_AXIS	Inflammatory adipokine axis	Figure_8																																								6.0	6.0	0.0	1.0	6.0	cycling_immune	0.918904490926704	high_cellular_localization_support	1.2941372095331671	0.9	1.88904490926704	False	1.0242673546870764	coherent_pan_immune_higher_in_UPEC	1.399769878858939	0.8500000000000001	0.8580586306163489	RETNLA_MRC1_reparative_macrophage	0.9986731811263018	1.9146812489542584	1.0	1.9867318112630168	False	Inflammatory adipokine axis	RETNLA_MRC1_reparative_macrophage	0.9986731811263018				
Figure_6	F	full_GSE280297_C1_C3_matrix																						Glycolysis	-0.1598284548654182	-0.2352893282173559	0.3445146485825169																																																	0.5614228522935835	-0.7990386620142167	-0.406645615550242	1.0101712519678727
Figure_6	F	full_GSE280297_C1_C3_matrix																						Lactate and HIF1A inflammatory glycolysis	-0.8484877551076575	-0.4545503584274861	-0.0627265493089969																																																	0.2939459045391361	-0.1814703505147327	-0.4230335671949173	0.0748613147052274
Figure_6	F	full_GSE280297_C1_C3_matrix																						Glycogen synthesis	-1.2540676429955062	-0.3027964300522092	0.1530805966501361																																																	0.1242881410695237	-0.7712347344448531	-0.0039774294391697	0.4517031258990725
Figure_6	F	full_GSE280297_C1_C3_matrix																						Glycogenolysis	-0.2908785058860659	0.0171639602762171	0.3340755412182413																																																	0.0977903621847027	-0.6468012762765816	0.3112890492426151	0.6140594410410555
Figure_6	F	full_GSE280297_C1_C3_matrix																						Pentose-phosphate pathway	-0.5421655832476104	0.3172599260596709	0.1498006661778333																																																	0.6129351439755868	-0.377739663449227	0.428492046396194	0.3985926277046877
Figure_6	F	full_GSE280297_C1_C3_matrix																						Gluconeogenesis	0.17075358174412	0.018749118535845	-0.2986875855793756																																																	0.2826640207251812	-0.6544321347134042	1.1931810405762515	0.4135757307217111
Figure_6	F	full_GSE280297_C1_C3_matrix																						TCA cycle and oxidative phosphorylation	-0.2827509237941643	0.1355121715783165	0.3198703421524963																																																	0.4910697557217295	-0.7186530159542012	0.9104433454479705	0.6185211370842494
Figure_6	G	full_GSE280297_C1_C3_matrix																						Amino-acid transport	-0.9110329763420932	-0.4126434491982289	-1.0527503025877167																																																	0.296460616488545	-0.0778555504629274	-0.310337724969468	0.6532124426145993
Figure_6	G	full_GSE280297_C1_C3_matrix																						Arginine, nitric oxide and urea coupling	-0.4660615902556366	-0.1685339223966387	0.0918537878557965																																																	0.2822793810300354	-0.3257433984221691	-0.330263936679599	0.7359283512934944
Figure_6	G	full_GSE280297_C1_C3_matrix																						Nitric-oxide synthesis and regulation	-0.057118308562182	-0.0167083531948147	0.2290624948263601																																																	0.5745950366293203	-0.4823432471131333	-0.8010822653736148	0.773978298768809
Figure_6	G	full_GSE280297_C1_C3_matrix																						Urea cycle	-0.1202924404367891	-0.2013342566955251	0.5225718284765776																																																	-0.0290504154574962	-0.3663597696283049	0.3480638296524763	0.5599540873201713
Figure_6	G	full_GSE280297_C1_C3_matrix																						Glutamine and glutamate metabolism	-1.0249915329895265	-0.229458306686825	-0.3796808399169906																																																	0.350348813405367	-0.5695363223634324	-0.0118072454892652	0.6138301412544115
Figure_6	G	full_GSE280297_C1_C3_matrix																						Tryptophan-kynurenine metabolism	-0.2814729674609406	0.0682532425171945	0.6463425996299098																																																	-0.0660311752665699	-0.4774669483951472	0.7817533430730323	0.3141327870680319
Figure_6	G	full_GSE280297_C1_C3_matrix																						Serine, glycine and one-carbon metabolism	-0.9867953184936026	-0.0056997605645275	0.1131792819341158																																																	0.7924853344897027	-0.7245475380694859	0.3319923903012867	0.5663371315777995
Figure_6	H	full_GSE280297_C1_C3_matrix																						De novo purine synthesis	-0.90439918257767	-0.0134360270966139	-0.1830970025422584																																																	0.4173728526439439	-0.3977095233566851	0.5990805427619894	0.6741700804836344
Figure_6	H	full_GSE280297_C1_C3_matrix																						Purine salvage	-0.6095832639873975	0.0150347420590714	-0.0024038860814815																																																	0.3491030007321404	-0.4658515521715884	-0.4471217219262232	1.3706554466140357
Figure_6	H	full_GSE280297_C1_C3_matrix																						Purine degradation and urate	-0.4048342058971698	-0.3108743913931822	-0.3218919033956605																																																	0.1029083591167707	-0.2692284362831084	-0.4894663078967449	1.0307811243653426
Figure_6	H	full_GSE280297_C1_C3_matrix																						Xanthine oxidase and oxidative purine catabolism	0.0016025275579578	0.359912719386311	0.6573314199215012																																																	0.698496137927261	-0.5002606886809302	-0.0112092431237912	0.457025426352275
Figure_6	H	full_GSE280297_C1_C3_matrix																						Pyrimidine synthesis	-0.8425826478345854	0.4262809007566648	0.1124334054313158																																																	0.9269698590723384	-0.6216850765687096	0.3663894515934957	0.5980736118976233
Figure_6	H	full_GSE280297_C1_C3_matrix																						Pyrimidine degradation	-0.1308577327852641	0.8307072827642614	0.0543029170543344																																																	1.1825503908015684	-0.7705917662725854	-0.4251442512349531	-0.4085835131015582
Figure_6	H	full_GSE280297_C1_C3_matrix																						NAD metabolism	-0.5157014834788579	-0.1007154385925764	0.0014363055145729																																																	0.2448261451459954	-0.564648844583666	0.7360484078283704	0.4449612884131995
