repair_id	rank	path	relative_path	score	size_bytes	keywords
S8_ENDOCRINE_METABOLIC_ATTRIBUTION	12	project://06_tables/phaseU26B1_GSE280297_endocrine_metabolic_immune_scoring/UTI_HostOmics_U26B1_axis_contrast_summary.tsv	06_tables/phaseU26B1_GSE280297_endocrine_metabolic_immune_scoring/UTI_HostOmics_U26B1_axis_contrast_summary.tsv	34	12803	endocrine; metabolic; cellular; attribution
S9_CORRECTED_PANEL_REGISTRY	1	project://03_metadata/phaseU27B3E22_targeted_accession_correction/UTI_HostOmics_U27B3E22_panel_legend_provenance_registry.tsv	03_metadata/phaseU27B3E22_targeted_accession_correction/UTI_HostOmics_U27B3E22_panel_legend_provenance_registry.tsv	68	56854	U27B3E22; panel; legend; provenance; registry
S9_CORRECTED_PANEL_REGISTRY	2	project://03_metadata/phaseU27B3B_definitive_figure_legend_construction/UTI_HostOmics_U27B3B_panel_legend_provenance_registry.tsv	03_metadata/phaseU27B3B_definitive_figure_legend_construction/UTI_HostOmics_U27B3B_panel_legend_provenance_registry.tsv	56	56854	U27B3E22; panel; legend; provenance; registry
S9_CORRECTED_PANEL_REGISTRY	3	project://03_metadata/phaseU27B2C2A_GSE280297_full_effect_source_repair/UTI_HostOmics_U27B2C2A_repaired_locked_panel_source_registry.tsv	03_metadata/phaseU27B2C2A_GSE280297_full_effect_source_repair/UTI_HostOmics_U27B2C2A_repaired_locked_panel_source_registry.tsv	35	71699	U27B3E22; panel; legend; provenance; registry
S9_CORRECTED_PANEL_REGISTRY	4	project://03_metadata/phaseU27B2A2_final_panel_source_lock/UTI_HostOmics_U27B2A2_final_locked_panel_source_registry.tsv	03_metadata/phaseU27B2A2_final_panel_source_lock/UTI_HostOmics_U27B2A2_final_locked_panel_source_registry.tsv	32	71575	U27B3E22; panel; legend; provenance; registry
S9_CORRECTED_PANEL_REGISTRY	5	project://03_metadata/phaseU27B3A_complete_eight_figure_package_assembly/UTI_HostOmics_U27B3A_legend_input_registry.tsv	03_metadata/phaseU27B3A_complete_eight_figure_package_assembly/UTI_HostOmics_U27B3A_legend_input_registry.tsv	32	60082	U27B3E22; panel; legend; provenance; registry
S9_CORRECTED_PANEL_REGISTRY	6	project://03_metadata/phaseU27B2A1_exact_panel_source_lock/UTI_HostOmics_U27B2A1_locked_panel_source_registry.tsv	03_metadata/phaseU27B2A1_exact_panel_source_lock/UTI_HostOmics_U27B2A1_locked_panel_source_registry.tsv	32	57753	U27B3E22; panel; legend; provenance; registry
S9_CORRECTED_PANEL_REGISTRY	7	project://03_metadata/phaseU27B3A_complete_eight_figure_package_assembly/UTI_HostOmics_U27B3A_figure_and_panel_title_registry.tsv	03_metadata/phaseU27B3A_complete_eight_figure_package_assembly/UTI_HostOmics_U27B3A_figure_and_panel_title_registry.tsv	32	49496	U27B3E22; panel; legend; provenance; registry
S9_CORRECTED_PANEL_REGISTRY	8	project://06_tables/phaseU27B3E22_targeted_accession_correction/UTI_HostOmics_U27B3E22_correction_target_disposition_registry.tsv	06_tables/phaseU27B3E22_targeted_accession_correction/UTI_HostOmics_U27B3E22_correction_target_disposition_registry.tsv	32	9670	U27B3E22; panel; legend; provenance; registry
S9_CORRECTED_PANEL_REGISTRY	9	project://03_metadata/phaseU27B3B_definitive_figure_legend_construction/UTI_HostOmics_U27B3B_caveat_terminology_registry.tsv	03_metadata/phaseU27B3B_definitive_figure_legend_construction/UTI_HostOmics_U27B3B_caveat_terminology_registry.tsv	32	963	U27B3E22; panel; legend; provenance; registry
S9_CORRECTED_PANEL_REGISTRY	10	project://03_metadata/phaseU27B3E22_targeted_accession_correction/UTI_HostOmics_U27B3E22_caveat_terminology_registry.tsv	03_metadata/phaseU27B3E22_targeted_accession_correction/UTI_HostOmics_U27B3E22_caveat_terminology_registry.tsv	32	963	U27B3E22; panel; legend; provenance; registry
S9_CORRECTED_PANEL_REGISTRY	11	project://06_tables/phaseU26C_biological_synthesis_figure_architecture/UTI_HostOmics_U26C_Figures_7_to_11_panel_evidence.tsv	06_tables/phaseU26C_biological_synthesis_figure_architecture/UTI_HostOmics_U26C_Figures_7_to_11_panel_evidence.tsv	22	144304	U27B3E22; panel; legend; provenance; registry
S9_CORRECTED_PANEL_REGISTRY	12	project://06_tables/phaseU26C_biological_synthesis_figure_architecture/UTI_HostOmics_U26C_Figure_11_panel_evidence.tsv	06_tables/phaseU26C_biological_synthesis_figure_architecture/UTI_HostOmics_U26C_Figure_11_panel_evidence.tsv	22	42037	U27B3E22; panel; legend; provenance; registry
