script	language	phase_tag	project_root_placeholders	repository_root_placeholders	sha256
scripts/archive_phase_scripts/run_phaseU27B3D21_correct_v6_reconstruction_structure.sh	sh	phaseU27B3D21	1	0	99fbd3f20fd4053a41307b0a6aa8e954da660d9bf0a475122c26108d738c52ba
scripts/archive_phase_scripts/run_phaseU27B3D2_reconstruct_manuscript_v6.sh	sh	phaseU27B3D2	1	0	48d3e2a29c1ea4ba70995fbb21e8c19d33dab1efd11f8888393207f693db3cc9
scripts/archive_phase_scripts/run_phaseU27B3D31_correct_render_page_count_audit.sh	sh	phaseU27B3D31	1	0	1e91e4c159cc9394c40dd7c1518a5c071851bcf5b07d22fcb26495ccded310ca
scripts/archive_phase_scripts/run_phaseU27B3D3_audit_v6_1_visual_scientific.sh	sh	phaseU27B3D3	1	0	fa7602e58894a3c791f8d99e4620d1d06389bfb38c51085cee6de1d1c24b874c
scripts/archive_phase_scripts/run_phaseU27B3E1_finalize_reference_supplement_submission_architecture.sh	sh	phaseU27B3E1	1	0	770321f643b5e9d3868a8fabdd4e707aa1376fbaf630f35cfc5866c4b9ce719b
scripts/archive_phase_scripts/run_phaseU27B3E21_audit_dataset_accession_lineage.sh	sh	phaseU27B3E21	1	0	ddf1da2abe56eb444378b7f771f5abc2e0103146065282eccd22731955ca8224
scripts/archive_phase_scripts/run_phaseU27B3E22_correct_accession_and_refreeze.sh	sh	phaseU27B3E22	1	0	30b5a10f8f62b9787a53600131162b65836b2f483eb95bc606c2c390868747ac
scripts/archive_phase_scripts/run_phaseU27B3E2_confirm_reference_frontmatter_supplement_sources.sh	sh	phaseU27B3E2	1	0	3a4c4a89ed5d71a0c698c159d6dcb442a77aa438e1e578b4c0d36a5f94532348
scripts/archive_phase_scripts/run_phaseU27B3E31_audit_supplementary_materialization_integrity.sh	sh	phaseU27B3E31	1	0	855dba3f8dd689cf9477347db509716850e97cdfa41ffde204d9c950fe58406b
scripts/archive_phase_scripts/run_phaseU27B3E321_correct_semantic_accession_audit_and_repackage.sh	sh	phaseU27B3E321	1	0	112338256cb0b000af79330cb1a2c2440236405b1669de38513a96913ca6b47a
scripts/archive_phase_scripts/run_phaseU27B3E32_repair_and_rematerialize_supplementary_tables.sh	sh	phaseU27B3E32	1	0	dabff3b75a0e0e7d3528b5ed0c30b29968fcd047e4650dcff3e09b9cfcaa5c0c
scripts/archive_phase_scripts/run_phaseU27B3E3_materialize_supplementary_tables.sh	sh	phaseU27B3E3	1	0	eb68a55bfc0fe537517cc24ec26a5a25be94efaae6c742df56b6e33c2b7f9ca0
scripts/archive_phase_scripts/run_phaseU27B3E411_finalize_semantic_audit.sh	sh	phaseU27B3E411	1	0	de5a6798f3287c88e15cf1faac0b0c4ea9a66062912c7d6732d0353d411be1b6
scripts/archive_phase_scripts/run_phaseU27B3E41_correct_semantic_audit_false_positives.sh	sh	phaseU27B3E41	1	0	11489e1204f6b6845591f0c18cfa33cc2d29af0024e1bfcf0d45c8324dfbcf6e
scripts/archive_phase_scripts/run_phaseU27B3E4_audit_supplementary_schema_content.sh	sh	phaseU27B3E4	1	0	1a06c1b147e2e351adbe1d75c986f76418d201f04629be893814138c17e62bec
scripts/archive_phase_scripts/run_phaseU27B3E5_format_and_freeze_supplementary_workbook.sh	sh	phaseU27B3E5	1	0	fb1c8910de91d93842c663ff9ba783638f29a611ea7d03e8edb690c263df91a6
scripts/archive_phase_scripts/run_phaseU27B3E6B1_audit_manuscript_front_matter_targets.sh	sh	phaseU27B3E6B1	2	0	a2128df038ca2ca8d6385bed0cc814a7144d89b2e300cdda4014645fa4391d80
scripts/archive_phase_scripts/run_phaseU27B3E6B2A_insert_front_matter_without_render_v2.sh	sh	phaseU27B3E6B2A	2	0	47f7b1df9d3960adef663a7d6ca1c4f04d0161700ee7f83bf9a53e4c0e292d8c
scripts/archive_phase_scripts/run_phaseU27B3E6B2_insert_front_matter_and_render.sh	sh	phaseU27B3E6B2	2	0	987cd7f82221ef335379b2ab37508e14b86c0bb7442436fd36bbcf3b0843ac47
